BATHRM,HF_BATHRM,ROOMS,BEDRM,SALEDATE,KITCHENS,FIREPLACES,LANDAREA,ZIPCODE,WARD,PRIME,AC_N,AC_Y,QUADRANT_NE,QUADRANT_NW,QUADRANT_SE,QUADRANT_SW,PRICE,INDEX_BIN
2,1,6,3,2012.0,1.0,0,1088,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1330000.0,53
3,0,6,3,2009.0,1.0,0,1088,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,563500.0,22
2,1,10,4,2014.0,1.0,0,1169,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,575000.0,22
1,0,5,2,2001.0,1.0,1,1169,20002.0,6,6.7727272727272725,1.0,0.0,1.0,0.0,0.0,0.0,624000.0,24
3,1,6,3,2015.0,1.0,0,1169,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,569000.0,22
1,1,6,3,2008.0,1.0,0,1169,20002.0,6,4.928571428571429,1.0,0.0,1.0,0.0,0.0,0.0,725000.0,28
3,1,6,2,2018.0,1.0,0,1169,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,615000.0,24
3,0,8,3,2016.0,1.0,0,1156,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,650000.0,25
3,0,7,4,2011.0,1.0,0,1198,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,399900.0,15
2,0,6,3,2014.0,1.0,0,1090,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,774500.0,30
1,0,6,2,2009.0,1.0,0,982,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,544000.0,21
3,1,7,4,2015.0,1.0,0,1725,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,775000.0,30
2,0,7,3,2007.0,1.0,0,1260,20003.0,6,7.5,1.0,0.0,0.0,0.0,1.0,0.0,284000.0,11
2,0,9,4,2002.0,1.0,0,1471,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,69390.0,2
1,1,6,3,2017.0,1.0,0,949,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,740000.0,29
1,1,6,3,2015.0,1.0,1,1150,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,684500.0,27
2,1,6,3,2012.0,1.0,1,1206,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,316300.0,12
3,0,5,3,2014.0,1.0,0,812,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,310000.0,12
1,1,5,2,2014.0,1.0,1,1623,20003.0,6,3.25,1.0,0.0,0.0,0.0,1.0,0.0,515000.0,20
2,1,7,3,2006.0,1.0,0,1660,20003.0,6,7.875,1.0,0.0,0.0,0.0,1.0,0.0,780000.0,31
2,1,11,3,2016.0,1.0,1,1653,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,350000.0,13
1,1,5,3,2014.0,1.0,1,1308,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,700000.0,27
1,1,7,2,2010.0,1.0,1,1306,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,660000.0,26
2,1,8,4,2001.0,1.0,0,2112,20003.0,6,6.7727272727272725,0.0,1.0,0.0,0.0,1.0,0.0,840000.0,33
1,1,5,2,2012.0,1.0,1,1190,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,588000.0,23
1,1,6,2,2013.0,1.0,1,2002,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,675000.0,26
2,1,6,3,2007.0,1.0,0,1390,20003.0,6,7.5,0.0,1.0,0.0,0.0,1.0,0.0,310000.0,12
2,1,5,2,2015.0,1.0,0,931,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,355000.0,14
1,1,5,2,2013.0,1.0,1,969,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,670000.0,26
2,1,6,3,2011.0,1.0,1,1613,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,429000.0,17
1,0,6,3,2005.0,1.0,0,705,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,475000.0,18
1,0,5,3,2004.0,1.0,0,705,20002.0,6,4.75,0.0,1.0,1.0,0.0,0.0,0.0,335000.0,13
1,0,5,2,2004.0,1.0,0,708,20002.0,6,4.75,0.0,1.0,1.0,0.0,0.0,0.0,885000.0,35
1,1,5,2,2015.0,1.0,0,709,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,400000.0,15
1,1,5,2,2017.0,1.0,0,709,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,937100.0,37
1,0,5,2,2003.0,1.0,0,704,20002.0,6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,795000.0,31
2,1,5,2,2012.0,1.0,0,710,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,850000.0,33
1,1,6,3,2005.0,1.0,0,839,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,515000.0,20
1,0,5,2,2006.0,1.0,0,806,20002.0,6,7.875,0.0,1.0,1.0,0.0,0.0,0.0,740000.0,29
2,1,6,3,2015.0,1.0,0,660,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,909000.0,36
1,0,5,2,2003.0,1.0,0,660,20002.0,6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,635000.0,25
1,1,6,3,2012.0,1.0,0,660,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,438000.0,17
1,1,5,2,2015.0,1.0,0,660,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,568000.0,22
2,0,6,3,2013.0,1.0,1,1750,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,111000.0,4
2,1,7,4,2018.0,1.0,1,1738,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,250000.0,9
3,1,10,3,2017.0,1.0,0,1378,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,431000.0,17
3,1,10,4,2017.0,1.0,0,1378,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,615000.0,24
3,1,7,4,2017.0,1.0,1,1378,20002.0,6,4.25,1.0,0.0,1.0,0.0,0.0,0.0,550000.0,21
2,1,6,3,2005.0,1.0,1,1786,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,87500.0,3
1,0,6,3,2000.0,1.0,0,1714,20002.0,6,9.083333333333334,1.0,0.0,1.0,0.0,0.0,0.0,420000.0,16
1,0,6,3,2014.0,1.0,0,2380,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,550000.0,21
2,0,6,3,2005.0,1.0,1,2121,20002.0,6,6.375,1.0,0.0,1.0,0.0,0.0,0.0,510000.0,20
1,1,6,3,2000.0,1.0,0,2092,20002.0,6,9.083333333333334,1.0,0.0,1.0,0.0,0.0,0.0,359000.0,14
3,1,6,4,2011.0,1.0,0,1665,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,503000.0,20
3,1,6,3,2013.0,1.0,0,1500,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,395000.0,15
1,2,6,3,2010.0,1.0,0,1120,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,465000.0,18
2,1,6,2,2006.0,1.0,0,720,20002.0,6,7.875,0.0,1.0,1.0,0.0,0.0,0.0,450000.0,17
3,1,7,3,2005.0,1.0,1,1667,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,472000.0,18
1,0,6,3,2006.0,1.0,0,1667,20002.0,6,7.875,1.0,0.0,1.0,0.0,0.0,0.0,735000.0,29
1,0,6,3,2018.0,1.0,0,1667,20002.0,6,5.125,1.0,0.0,1.0,0.0,0.0,0.0,775000.0,30
2,1,6,3,2003.0,1.0,1,1972,20002.0,6,4.0,0.0,1.0,1.0,0.0,0.0,0.0,350000.0,13
2,0,6,3,2008.0,1.0,0,2994,20002.0,6,4.928571428571429,0.0,1.0,1.0,0.0,0.0,0.0,435000.0,17
1,0,7,2,2012.0,1.0,0,873,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,382000.0,15
2,0,6,3,2018.0,1.0,1,1463,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,411000.0,16
1,1,6,3,2015.0,1.0,0,1986,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,582000.0,23
1,1,6,3,2004.0,1.0,0,1965,20002.0,6,4.75,1.0,0.0,1.0,0.0,0.0,0.0,360500.0,14
1,0,6,3,2007.0,1.0,0,1500,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,705000.0,28
1,1,6,3,2002.0,1.0,1,945,20003.0,6,4.25,1.0,0.0,0.0,0.0,1.0,0.0,334000.0,13
2,0,7,3,2016.0,1.0,1,1836,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,204000.0,8
1,1,6,3,2011.0,1.0,0,1422,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,157000.0,6
2,0,8,3,2002.0,1.0,1,1360,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,1065000.0,42
3,1,6,3,2018.0,1.0,1,1259,20003.0,6,5.125,0.0,1.0,0.0,0.0,1.0,0.0,379500.0,15
1,1,7,3,2017.0,1.0,1,1120,20002.0,6,4.25,1.0,0.0,1.0,0.0,0.0,0.0,375000.0,14
3,1,7,3,2016.0,1.0,0,1120,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,315000.0,12
2,0,10,3,2017.0,1.0,0,1120,20002.0,6,4.25,1.0,0.0,1.0,0.0,0.0,0.0,860000.0,34
3,1,7,4,2008.0,1.0,0,1260,20002.0,6,4.928571428571429,0.0,1.0,1.0,0.0,0.0,0.0,870000.0,34
3,0,6,4,2008.0,1.0,0,1739,20002.0,6,4.928571428571429,0.0,1.0,1.0,0.0,0.0,0.0,575000.0,22
3,1,10,4,2014.0,1.0,0,1260,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,450000.0,17
1,1,7,3,2001.0,1.0,0,1010,20002.0,6,6.7727272727272725,1.0,0.0,1.0,0.0,0.0,0.0,543500.0,21
2,0,8,3,2009.0,1.0,0,1220,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,365000.0,14
1,0,5,2,2016.0,1.0,0,660,20002.0,6,3.75,1.0,0.0,1.0,0.0,0.0,0.0,757500.0,30
1,0,5,2,2015.0,1.0,1,660,20002.0,6,3.5,0.0,1.0,1.0,0.0,0.0,0.0,520000.0,20
1,1,5,2,2014.0,1.0,0,660,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,419000.0,16
1,0,5,2,2012.0,1.0,0,660,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,559000.0,22
1,0,6,2,2003.0,1.0,0,660,20002.0,6,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1190000.0,47
1,0,4,2,2013.0,1.0,0,660,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,900000.0,35
1,0,6,2,2005.0,1.0,0,660,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,1053312.0,42
1,0,6,2,2008.0,1.0,0,654,20002.0,6,4.928571428571429,0.0,1.0,1.0,0.0,0.0,0.0,752000.0,30
2,1,8,3,2016.0,1.0,1,1620,20002.0,6,3.75,1.0,0.0,1.0,0.0,0.0,0.0,110000.0,4
1,1,6,4,2007.0,1.0,0,1620,20002.0,6,7.5,1.0,0.0,1.0,0.0,0.0,0.0,696000.0,27
3,1,9,3,2007.0,1.0,0,1620,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,324000.0,12
1,0,5,2,2018.0,1.0,0,979,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,207000.0,8
1,1,5,2,2007.0,1.0,1,848,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,623000.0,24
2,1,6,3,2008.0,1.0,2,1224,20002.0,6,4.928571428571429,0.0,1.0,1.0,0.0,0.0,0.0,825000.0,32
2,1,8,3,2017.0,1.0,0,1176,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,112900.0,4
2,1,5,2,2017.0,1.0,0,1176,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,739000.0,29
2,1,8,3,2005.0,1.0,1,1201,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,875000.0,34
3,1,9,3,2017.0,1.0,2,1378,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,880000.0,35
2,1,8,3,2002.0,1.0,2,1462,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,825000.0,32
2,1,7,3,2016.0,1.0,1,1629,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,1300000.0,51
2,2,7,3,2009.0,1.0,0,1881,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,105500.0,4
2,0,5,2,2016.0,1.0,0,1845,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,509850.0,20
2,0,6,3,2009.0,1.0,0,808,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,710000.0,28
1,1,5,2,2018.0,1.0,1,792,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,136586.0,5
1,2,7,3,2010.0,1.0,2,620,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,770621.0,30
1,1,8,3,2003.0,1.0,0,1231,20003.0,6,4.0,0.0,1.0,0.0,0.0,1.0,0.0,721000.0,28
2,1,6,4,2014.0,1.0,1,1247,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,915000.0,36
1,1,7,3,2002.0,1.0,1,1410,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,873750.0,34
2,1,4,2,2004.0,1.0,0,1720,20002.0,6,4.75,0.0,1.0,1.0,0.0,0.0,0.0,930000.0,37
1,0,4,2,2016.0,1.0,1,1811,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,274500.0,10
2,0,6,4,2006.0,1.0,0,1880,20002.0,6,7.875,0.0,1.0,1.0,0.0,0.0,0.0,550000.0,21
2,0,5,2,2013.0,1.0,0,735,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,257500.0,10
2,0,4,2,2017.0,1.0,0,1557,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,633000.0,25
1,1,5,2,2017.0,1.0,1,934,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,842000.0,33
1,1,6,2,2013.0,1.0,0,1240,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,795000.0,31
1,1,5,2,2016.0,1.0,0,1145,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,760000.0,30
1,1,6,3,2016.0,1.0,0,1462,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,915000.0,36
1,1,5,2,2014.0,1.0,0,1150,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1225000.0,48
1,1,6,2,2010.0,1.0,0,1170,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,775000.0,30
2,1,8,3,2013.0,1.0,0,1995,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1100000.0,43
1,1,5,2,2005.0,1.0,0,941,20002.0,6,6.375,0.0,1.0,1.0,0.0,0.0,0.0,600000.0,23
2,0,7,3,2012.0,1.0,0,1102,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,657000.0,26
2,1,8,3,2009.0,1.0,0,1568,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,815000.0,32
2,0,7,3,2003.0,1.0,0,1568,20002.0,6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,257500.0,10
2,0,8,3,2007.0,1.0,0,1568,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1320000.0,52
1,1,5,3,2007.0,1.0,0,1378,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,760000.0,30
1,1,6,2,2017.0,1.0,0,1378,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,819000.0,32
1,0,6,3,2000.0,1.0,0,1378,20002.0,6,9.083333333333334,1.0,0.0,1.0,0.0,0.0,0.0,625000.0,24
1,0,7,3,2001.0,1.0,0,1196,20003.0,6,6.7727272727272725,1.0,0.0,0.0,0.0,1.0,0.0,466000.0,18
1,0,6,3,2004.0,1.0,1,2011,20003.0,6,4.75,1.0,0.0,0.0,0.0,1.0,0.0,975000.0,38
1,1,8,2,2001.0,1.0,0,1574,20003.0,6,6.7727272727272725,0.0,1.0,0.0,0.0,1.0,0.0,849000.0,33
1,0,7,3,2018.0,1.0,1,1532,20003.0,6,5.125,1.0,0.0,0.0,0.0,1.0,0.0,322500.0,12
2,0,6,3,2012.0,1.0,0,991,20003.0,6,3.25,1.0,0.0,0.0,0.0,1.0,0.0,1300000.0,51
1,0,4,2,2015.0,1.0,1,1452,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,860000.0,34
1,1,5,3,2016.0,1.0,1,2925,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,780000.0,31
2,0,5,3,2015.0,1.0,2,2200,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,785000.0,31
1,0,5,2,2000.0,1.0,0,1434,20003.0,6,9.083333333333334,0.0,1.0,0.0,0.0,1.0,0.0,154500.0,6
1,0,5,2,2013.0,1.0,0,1430,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,624000.0,24
2,0,10,3,2015.0,1.0,2,608,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,880000.0,35
2,0,8,3,2011.0,1.0,2,1126,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,950000.0,37
2,1,5,2,2017.0,1.0,1,1568,20003.0,6,4.25,1.0,0.0,0.0,0.0,1.0,0.0,635000.0,25
3,0,6,3,2011.0,1.0,0,1568,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,599000.0,23
1,0,4,2,2017.0,1.0,1,549,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,579900.0,23
1,0,4,2,2017.0,1.0,1,546,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,330000.0,13
1,0,4,2,2004.0,1.0,1,546,20003.0,6,4.75,0.0,1.0,0.0,0.0,1.0,0.0,169340.0,6
1,0,3,2,2000.0,1.0,1,546,20003.0,6,9.083333333333334,1.0,0.0,0.0,0.0,1.0,0.0,879178.0,35
1,1,5,2,2016.0,1.0,1,546,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,852000.0,34
3,1,10,3,2015.0,1.0,2,992,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,1070000.0,42
1,1,7,3,2009.0,1.0,2,663,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,940000.0,37
2,0,8,3,2007.0,1.0,1,663,20003.0,6,7.5,0.0,1.0,0.0,0.0,1.0,0.0,296500.0,11
2,0,6,2,2005.0,1.0,2,618,20003.0,6,6.375,0.0,1.0,0.0,0.0,1.0,0.0,419000.0,16
2,0,6,3,2006.0,1.0,0,1203,20003.0,6,7.875,0.0,1.0,0.0,0.0,1.0,0.0,220000.0,8
1,1,6,3,2001.0,1.0,0,1474,20003.0,6,6.7727272727272725,1.0,0.0,0.0,0.0,1.0,0.0,550000.0,21
1,1,6,3,2003.0,1.0,0,1547,20003.0,6,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1000000.0,39
3,1,10,3,2016.0,1.0,2,1619,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,185000.0,7
1,2,6,3,2016.0,1.0,0,1231,20003.0,6,3.75,1.0,0.0,0.0,0.0,1.0,0.0,621000.0,24
2,1,7,4,2017.0,1.0,1,1039,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,845000.0,33
2,1,7,4,2018.0,1.0,2,1551,20002.0,6,5.125,0.0,1.0,1.0,0.0,0.0,0.0,487500.0,19
2,0,8,3,2003.0,1.0,0,1024,20002.0,6,4.0,1.0,0.0,1.0,0.0,0.0,0.0,850000.0,33
2,1,6,3,2017.0,1.0,0,899,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,729555.0,29
3,0,8,3,2013.0,1.0,0,845,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,295000.0,11
3,1,7,4,2012.0,1.0,0,1054,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,100000.0,3
3,0,9,4,2010.0,1.0,1,1054,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,201000.0,8
2,1,10,4,2016.0,1.0,1,1054,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,1100000.0,43
1,2,6,2,2004.0,1.0,1,1694,20002.0,6,4.75,1.0,0.0,1.0,0.0,0.0,0.0,610000.0,24
1,1,6,2,2006.0,1.0,0,1585,20003.0,6,7.875,0.0,1.0,0.0,0.0,1.0,0.0,712000.0,28
2,0,7,3,2013.0,1.0,0,1735,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,1080000.0,43
3,1,8,3,2015.0,1.0,0,1885,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,770000.0,30
1,2,5,2,2000.0,1.0,2,1280,20003.0,6,9.083333333333334,0.0,1.0,0.0,0.0,1.0,0.0,585000.0,23
3,1,6,3,2016.0,1.0,0,1280,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,990000.0,39
1,0,6,3,2018.0,1.0,0,1280,20003.0,6,5.125,1.0,0.0,0.0,0.0,1.0,0.0,730000.0,29
3,0,7,2,2011.0,1.0,0,1280,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,720000.0,28
3,1,6,3,2010.0,1.0,0,1280,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,665000.0,26
3,1,7,3,2017.0,1.0,0,1280,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,775000.0,30
1,0,6,3,2017.0,1.0,0,1280,20003.0,6,4.25,1.0,0.0,0.0,0.0,1.0,0.0,830000.0,33
3,1,10,3,2014.0,1.0,0,1104,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,1275000.0,50
2,1,6,2,2009.0,1.0,0,1809,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,548200.0,21
1,0,6,3,2012.0,1.0,0,1809,20003.0,6,3.25,1.0,0.0,0.0,0.0,1.0,0.0,869000.0,34
2,1,10,3,2013.0,1.0,1,1081,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,660000.0,26
3,2,6,3,2018.0,1.0,0,1907,20003.0,6,5.125,0.0,1.0,0.0,0.0,1.0,0.0,689000.0,27
2,1,6,3,2011.0,1.0,0,1280,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,515000.0,20
1,1,6,2,2004.0,1.0,1,1076,20003.0,6,4.75,0.0,1.0,0.0,0.0,1.0,0.0,675000.0,26
1,1,5,2,2004.0,1.0,1,875,20003.0,6,4.75,1.0,0.0,0.0,0.0,1.0,0.0,299500.0,11
1,1,4,2,2005.0,1.0,1,867,20003.0,6,6.375,0.0,1.0,0.0,0.0,1.0,0.0,475000.0,18
1,1,5,2,2011.0,1.0,0,867,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,740000.0,29
1,0,6,2,2007.0,1.0,0,1018,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,839500.0,33
2,0,7,2,2017.0,1.0,1,1392,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,801700.0,32
1,0,8,3,2002.0,1.0,0,1234,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,585000.0,23
2,0,6,3,2009.0,1.0,1,801,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,495000.0,19
2,0,7,3,2013.0,1.0,0,1203,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,245000.0,9
2,0,6,2,2004.0,1.0,0,1480,20002.0,6,4.75,1.0,0.0,1.0,0.0,0.0,0.0,225000.0,8
3,0,6,3,2007.0,1.0,1,1480,20002.0,6,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1495000.0,59
1,1,6,3,2017.0,1.0,1,600,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,64000.0,2
1,1,6,2,2017.0,1.0,1,854,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,765000.0,30
1,1,6,2,2014.0,1.0,1,854,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,519000.0,20
1,0,10,2,2014.0,1.0,1,765,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1340000.0,53
1,0,4,2,2002.0,1.0,0,764,20002.0,6,4.25,1.0,0.0,1.0,0.0,0.0,0.0,802000.0,32
1,0,4,2,2018.0,1.0,0,764,20002.0,6,5.125,1.0,0.0,1.0,0.0,0.0,0.0,1075000.0,42
1,0,4,2,2002.0,1.0,0,764,20002.0,6,4.25,0.0,1.0,1.0,0.0,0.0,0.0,852500.0,34
1,1,4,2,2012.0,1.0,0,764,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,815000.0,32
1,1,4,2,2016.0,1.0,0,764,20002.0,6,3.75,0.0,1.0,1.0,0.0,0.0,0.0,879000.0,35
1,1,4,2,2011.0,1.0,1,764,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1035000.0,41
1,1,6,2,2011.0,1.0,1,764,20002.0,6,3.25,0.0,1.0,1.0,0.0,0.0,0.0,1075000.0,42
2,0,7,3,2010.0,1.0,0,1453,20002.0,6,3.25,1.0,0.0,1.0,0.0,0.0,0.0,975000.0,38
1,1,5,2,2015.0,1.0,2,1188,20003.0,6,3.5,0.0,1.0,0.0,0.0,1.0,0.0,619000.0,24
2,1,8,3,2017.0,1.0,0,2703,20003.0,6,4.25,0.0,1.0,0.0,0.0,1.0,0.0,613700.0,24
1,0,5,2,2014.0,1.0,1,646,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,530000.0,21
2,1,7,2,2005.0,1.0,0,1369,20003.0,6,6.375,0.0,1.0,0.0,0.0,1.0,0.0,430000.0,17
1,1,6,3,2012.0,1.0,0,1801,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,73000.0,2
3,1,7,3,2000.0,1.0,2,2000,20003.0,6,9.083333333333334,0.0,1.0,0.0,0.0,1.0,0.0,500000.0,19
2,1,5,2,2010.0,1.0,1,2000,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,126390.0,5
2,0,5,2,2011.0,1.0,0,835,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,807000.0,32
1,0,5,2,2009.0,1.0,0,871,20003.0,6,3.25,0.0,1.0,0.0,0.0,1.0,0.0,1065000.0,42
2,1,5,3,2018.0,1.0,1,991,20003.0,6,5.125,0.0,1.0,0.0,0.0,1.0,0.0,630230.0,25
1,1,6,2,2016.0,1.0,1,1106,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,1080100.0,43
2,1,7,3,2016.0,1.0,2,1055,20003.0,6,3.75,0.0,1.0,0.0,0.0,1.0,0.0,525000.0,20
