index,BATHRM,HF_BATHRM,AC,ROOMS,BEDRM,SALEDATE,KITCHENS,FIREPLACES,LANDAREA,LONGITUDE,LATITUDE,QUADRANT,PRICE,ZIPCODE,WARD
296,1,1,Y,6,4,2014,1,0,870,-77.04009853,38.91767096,NW,695000,20009,1
297,1,1,Y,8,4,2003,1,1,1492,-77.04027138,38.91766037,NW,475000,20009,1
298,2,0,N,6,3,1994,1,1,950,-77.0402135,38.91767075,NW,115000,20009,1
299,2,0,N,10,4,2017,2,0,2000,-77.04042414,38.91578649,NW,1500000,20009,2
300,1,1,Y,6,4,2010,1,2,1600,-77.04049629,38.91613797,NW,870000,20009,2
301,1,0,Y,6,3,1992,1,0,1600,-77.04035505,38.91615027,NW,249000,20009,2
302,2,0,Y,5,2,2000,1,1,1600,-77.04028402,38.91615282,NW,440000,20009,2
303,3,0,Y,9,3,2007,1,1,1587,-77.04001488,38.91613904,NW,999000,20009,2
304,3,1,N,8,4,2005,1,4,1800,-77.0302215,38.91578255,NW,100000,20009,1
305,2,1,Y,6,3,2014,1,0,1496,-77.03027692,38.91322272,NW,1210000,20009,2
306,3,1,Y,8,4,2011,2,1,1584,-77.03021223,38.91322274,NW,1025000,20009,2
307,3,0,Y,6,4,2012,2,2,782,-77.03002786,38.91322567,NW,810000,20009,2
308,3,1,Y,9,4,2004,2,1,672,-77.0299611,38.91322587,NW,659000,20009,2
309,3,0,N,15,6,2014,2,0,2375,-77.03100892,38.91282238,NW,2000000,20009,2
310,3,0,N,9,4,2012,2,2,988,-77.02993084,38.91391862,NW,840000,20009,2
311,3,1,Y,9,4,2013,2,1,1231,-77.02984459,38.91392026,NW,1525000,20009,2
312,2,0,Y,6,2,1999,1,0,1888,-77.03067907,38.91317154,NW,229000,20009,2
313,2,1,Y,7,3,2013,2,0,1900,-77.03061116,38.91317264,NW,1100000,20009,2
314,3,1,Y,8,4,2018,1,1,1891,-77.03054394,38.91318347,NW,1440000,20009,2
315,3,1,Y,8,3,2004,2,2,1926,-77.03046957,38.91317592,NW,830000,20009,2
316,4,1,Y,13,6,2016,2,2,1800,-77.03118498,38.91201077,NW,1000000,20009,2
317,3,1,Y,10,4,2001,2,3,1800,-77.03111637,38.9120107,NW,701800,20009,2
318,2,1,N,8,4,2000,1,2,1800,-77.03097536,38.91200966,NW,442500,20009,2
319,3,1,Y,9,5,2004,2,3,1800,-77.03083422,38.91198303,NW,920000,20009,2
320,1,1,N,13,6,2017,1,0,1800,-77.03076851,38.91201115,NW,1500000,20009,2
321,2,2,Y,15,3,2002,2,0,1800,-77.03069276,38.91202009,NW,490000,20009,2
322,2,0,Y,9,4,2003,1,2,1400,-77.03501782,38.91576508,NW,45000,20009,2
323,2,0,Y,8,5,1996,1,1,1400,-77.03508021,38.91577678,NW,250000,20009,2
324,3,0,Y,8,4,2012,1,1,1667,-77.03532523,38.91576391,NW,1240000,20009,2
325,3,1,Y,9,4,2010,2,2,1667,-77.03544815,38.91576414,NW,818000,20009,2
326,3,1,Y,7,4,2006,1,1,1667,-77.03563253,38.91576472,NW,1000000,20009,2
327,1,0,Y,9,5,1998,1,0,1400,-77.03587825,38.91576599,NW,195000,20009,2
328,4,1,Y,10,5,2015,1,1,1400,-77.03600059,38.9157637,NW,1828000,20009,2
329,3,1,Y,9,5,2013,1,0,1400,-77.03606389,38.91576522,NW,1517375,20009,2
330,3,1,Y,8,4,2000,2,2,1423,-77.03586414,38.91615074,NW,430000,20009,2
331,2,1,N,6,3,1992,1,0,1423,-77.03557783,38.91613453,NW,285000,20009,2
332,1,0,N,5,3,2017,1,0,1423,-77.03529222,38.91615074,NW,815000,20009,2
333,2,0,Y,7,3,2017,1,0,1423,-77.03522557,38.91614752,NW,1300000,20009,2
334,2,1,Y,6,3,2010,1,0,1423,-77.03514924,38.91615501,NW,999000,20009,2
335,1,0,Y,6,3,2007,1,0,1423,-77.03586359,38.9164246,NW,735000,20009,2
336,2,0,Y,6,3,2018,1,1,1423,-77.03580882,38.91642497,NW,1125000,20009,2
337,1,0,N,6,2,2013,1,0,1423,-77.03566318,38.91642565,NW,797500,20009,2
338,1,0,Y,5,2,2017,1,2,1423,-77.03557751,38.91642162,NW,1115000,20009,2
339,2,1,Y,8,2,2007,1,3,1424,-77.04697566,38.91278246,NW,1479000,20008,2
340,2,2,Y,7,3,2013,1,1,1253,-77.0468968,38.91279204,NW,1700000,20008,2
341,3,1,Y,6,2,2008,1,1,1243,-77.04681332,38.91278802,NW,1200000,20008,2
342,2,1,Y,6,3,2009,1,1,268,-77.04679367,38.91358986,NW,664150,20009,2
343,6,1,Y,16,6,2016,2,4,1313,-77.04731453,38.91241983,NW,1725000,20008,2
344,3,0,Y,11,3,2008,1,1,1250,-77.04753712,38.91233326,NW,800000,20008,2
345,4,2,Y,10,4,2014,2,2,932,-77.04705785,38.90873669,NW,1511250,20037,2
346,5,0,Y,16,6,1996,2,0,2300,-77.046905,38.90913582,NW,230000,20036,2
347,5,1,Y,6,5,2004,2,3,1873,-77.04689851,38.90908268,NW,1360000,20036,2
348,6,1,Y,13,5,2003,2,2,1400,-77.04689779,38.90903466,NW,1250000,20036,2
349,4,2,Y,13,5,2017,2,3,2034,-77.0482043,38.90745956,NW,1800000,20037,2
350,4,1,Y,9,5,2013,2,2,2000,-77.04855701,38.90765643,NW,1675000,20037,2
351,2,1,Y,7,4,2010,1,1,1600,-77.04855453,38.90775156,NW,850000,20037,2
352,3,1,Y,9,4,2016,2,4,2422,-77.04698475,38.90767725,NW,1900000,20036,2
353,1,0,N,7,3,2016,1,1,1742,-77.04759361,38.90835056,NW,1000000,20037,2
354,2,1,Y,9,4,2014,2,1,1742,-77.04752927,38.90835085,NW,1110000,20037,2
355,3,1,Y,11,5,2009,2,4,1600,-77.03938703,38.91614231,NW,780620,20009,2
356,3,1,Y,7,4,2017,2,3,1600,-77.03931473,38.91613702,NW,1505000,20009,2
357,1,1,Y,6,3,2004,1,0,1600,-77.03973992,38.91643037,NW,649000,20009,2
358,3,0,Y,7,4,2000,2,0,1760,-77.04114726,38.91643186,NW,415000,20009,2
359,4,1,Y,12,4,2016,2,0,1374,-77.0393435,38.91644636,NW,2000000,20009,2
360,3,1,Y,11,3,2014,2,3,1374,-77.03927881,38.91644206,NW,1610000,20009,2
361,4,1,Y,12,3,2005,2,4,1373,-77.03922357,38.91644307,NW,1550000,20009,2
362,3,1,Y,11,5,1998,2,4,1373,-77.03917123,38.91644822,NW,495000,20009,2
363,4,1,Y,11,6,2014,2,4,1700,-77.03943674,38.91679225,NW,1300000,20009,2
364,3,1,Y,10,3,2012,2,3,1700,-77.03924902,38.916796,NW,1200000,20009,2
365,1,1,Y,7,2,2007,1,0,1386,-77.03897935,38.91644288,NW,800000,20009,2
366,3,1,Y,8,3,2014,2,1,1386,-77.03904208,38.91644466,NW,1080000,20009,2
367,3,1,Y,12,5,2005,2,1,1622,-77.04071487,38.9164585,NW,1259000,20009,2
368,3,1,Y,9,6,1998,2,0,1622,-77.04100002,38.91644804,NW,260000,20009,2
369,3,1,Y,10,4,2016,2,3,1800,-77.03034812,38.91201469,NW,1600000,20009,2
370,2,0,N,11,5,2010,2,2,1800,-77.03005825,38.91201341,NW,751000,20009,2
371,3,0,Y,11,5,2013,2,0,1800,-77.02992047,38.91201696,NW,1050000,20009,2
372,3,1,Y,10,5,2008,2,1,2000,-77.03005992,38.91241617,NW,1325000,20009,2
373,3,0,Y,10,4,2002,2,3,2000,-77.03012899,38.91242327,NW,813500,20009,2
374,3,1,Y,10,4,2010,1,2,2000,-77.03020198,38.91241695,NW,1195000,20009,2
375,4,1,Y,8,6,2012,2,2,2000,-77.03076382,38.91129878,NW,1340000,20009,2
376,4,1,Y,9,4,2008,2,3,2000,-77.03048296,38.91131263,NW,1275000,20009,2
377,2,0,N,7,3,2017,2,0,2000,-77.03026722,38.91129296,NW,1699000,20009,2
378,3,1,Y,10,4,2003,2,1,2000,-77.03006165,38.91131067,NW,875000,20009,2
379,3,0,Y,10,5,2015,2,3,2000,-77.02998946,38.91129051,NW,1711000,20009,2
380,4,1,Y,9,3,2015,2,3,1080,-77.02986848,38.91177276,NW,1367000,20009,2
381,1,0,Y,6,3,2014,1,1,1423,-77.03529143,38.91642504,NW,800000,20009,2
382,2,0,N,7,3,1993,1,0,1423,-77.03522721,38.91643731,NW,145000,20009,2
383,1,1,N,6,3,2013,1,1,1423,-77.0350931,38.91642492,NW,700000,20009,2
384,3,0,Y,9,3,2014,2,0,1400,-77.03484281,38.91675209,NW,1200000,20009,2
385,1,0,Y,8,5,2016,1,0,1400,-77.03482249,38.91670282,NW,1200000,20009,2
386,5,0,Y,9,4,2014,2,2,1400,-77.03482477,38.91665498,NW,1103500,20009,2
387,3,1,Y,12,4,2004,2,0,1400,-77.03480819,38.91646419,NW,629000,20009,2
388,2,1,Y,13,4,2018,2,0,1400,-77.0348084,38.91641555,NW,1349750,20009,2
389,4,1,Y,10,4,2016,1,1,1440,-77.03480698,38.91610809,NW,2149000,20009,2
390,1,0,N,9,6,1999,1,0,1440,-77.0348073,38.91606008,NW,80000,20009,2
391,3,1,Y,8,5,2013,2,2,1415,-77.03480725,38.91596018,NW,1360000,20009,2
392,4,1,Y,12,6,2018,2,2,1506,-77.03612118,38.91595536,NW,1720000,20009,2
393,4,1,Y,10,4,2009,2,2,2145,-77.03529267,38.91428088,NW,1625000,20009,2
394,2,1,Y,8,3,2015,2,1,2145,-77.03568021,38.91427391,NW,1400000,20009,2
395,4,1,Y,12,5,2016,2,4,1000,-77.0483282,38.90740231,NW,1600000,20037,2
396,4,0,Y,14,5,1997,2,1,1000,-77.04853908,38.9074069,NW,341000,20037,2
397,3,1,Y,12,5,2009,2,4,1667,-77.0478285,38.90737576,NW,1350000,20037,2
398,4,1,Y,13,6,2013,2,4,1666,-77.04795141,38.90737742,NW,1515000,20037,2
399,1,1,N,7,2,2005,1,1,894,-77.04738265,38.90805553,NW,625000,20037,2
400,1,0,N,6,3,2016,1,1,894,-77.04743119,38.90804758,NW,825000,20037,2
401,1,1,N,6,3,2000,1,1,960,-77.04806788,38.90775942,NW,349000,20037,2
402,2,0,Y,6,2,2007,1,1,840,-77.04801577,38.90775953,NW,799000,20037,2
403,1,1,Y,7,2,2018,1,1,840,-77.047967,38.90775937,NW,932500,20037,2
404,2,0,Y,4,2,2016,1,1,840,-77.04791754,38.90775948,NW,785000,20037,2
405,1,1,Y,6,2,2004,1,1,840,-77.0478208,38.90775808,NW,625000,20037,2
406,1,1,Y,6,2,2010,1,1,840,-77.04777031,38.90776107,NW,660000,20037,2
407,2,1,N,9,4,2004,2,1,807,-77.04821441,38.90775143,NW,775000,20037,2
408,2,0,Y,7,3,2011,1,0,806,-77.04816876,38.90775145,NW,735000,20037,2
409,2,1,Y,7,3,2004,2,1,1138,-77.0475919,38.90803004,NW,980000,20037,2
410,2,1,N,7,3,1998,2,0,1138,-77.04765312,38.90803056,NW,339900,20037,2
411,2,0,Y,7,3,2018,1,0,1191,-77.04746698,38.90777489,NW,1020000,20037,2
412,5,1,Y,10,5,2012,2,1,1512,-77.04103535,38.91612337,NW,1617500,20009,2
413,4,1,Y,11,4,2003,2,0,1512,-77.04090228,38.91612441,NW,815000,20009,2
414,3,1,Y,10,4,1998,2,1,1700,-77.04069223,38.91579288,NW,405000,20009,2
415,3,1,Y,9,6,2008,2,3,1700,-77.04092962,38.91574379,NW,1075000,20009,2
416,2,1,Y,9,4,2004,1,2,1700,-77.04099261,38.91579233,NW,1130000,20009,2
417,3,1,Y,14,4,2016,1,0,1700,-77.04111161,38.91579283,NW,1500000,20009,2
418,3,1,Y,12,8,2011,2,2,1600,-77.03877366,38.91668572,NW,1299000,20009,2
419,2,1,Y,7,3,2017,2,2,1098,-77.03873146,38.91585625,NW,1345000,20009,2
420,2,1,Y,7,3,1994,2,1,1098,-77.03869304,38.91580374,NW,286000,20009,2
421,3,1,Y,6,3,2013,2,2,1098,-77.03873141,38.9157586,NW,1025000,20009,2
422,2,1,Y,10,3,2010,2,2,1600,-77.03952923,38.91618677,NW,1193500,20009,2
423,3,1,Y,11,3,1995,2,2,1755,-77.04070302,38.91429389,NW,555325,20009,2
424,2,1,Y,7,3,2014,1,1,1755,-77.04095406,38.91432696,NW,1175000,20009,2
425,2,1,Y,6,3,2004,1,2,1755,-77.04108136,38.9143361,NW,955000,20009,2
426,2,0,N,7,3,2007,1,0,1755,-77.04115008,38.91432454,NW,885000,20009,2
427,2,0,N,6,3,2007,1,1,1755,-77.04120877,38.9143284,NW,900000,20009,2
428,2,0,Y,6,3,2017,2,0,1400,-77.04056639,38.91470058,NW,1041000,20009,2
429,5,0,Y,8,4,2008,2,4,1273,-77.03062369,38.90904394,NW,1225000,20005,2
430,5,0,Y,14,6,1995,2,4,1384,-77.03098118,38.90947408,NW,95960,20005,2
431,4,0,Y,20,8,2003,2,2,1550,-77.02988445,38.90777782,NW,736000,20005,2
432,2,1,N,7,3,2004,2,1,1021,-77.03010176,38.9082717,NW,651000,20005,2
433,2,1,Y,8,3,2013,2,2,1020,-77.02986608,38.90824014,NW,848000,20005,2
434,1,0,Y,5,1,2017,1,1,1090,-77.03006674,38.9083499,NW,635000,20005,2
435,2,1,Y,7,3,2016,2,2,1197,-77.03012676,38.90822187,NW,1477500,20005,2
436,2,1,Y,11,3,2013,1,4,1080,-77.02986959,38.91167123,NW,1071000,20009,2
437,2,1,Y,8,4,2012,1,3,1080,-77.02986923,38.91162394,NW,1065000,20009,2
438,2,1,Y,8,3,2013,1,2,1473,-77.03512627,38.9105013,NW,1012500,20005,2
439,2,0,Y,7,4,2015,2,0,1473,-77.03518184,38.91049669,NW,1075000,20005,2
440,3,0,Y,9,3,2014,2,2,710,-77.03478234,38.91075075,NW,1231000,20005,2
441,2,1,Y,7,2,1992,2,1,960,-77.03506423,38.91048645,NW,235000,20005,2
442,2,1,Y,7,3,2017,2,1,944,-77.03499575,38.91049206,NW,1325000,20005,2
443,2,1,Y,7,2,2002,2,1,944,-77.0349261,38.9104756,NW,535000,20005,2
444,5,1,Y,10,5,2006,2,3,2050,-77.03566344,38.90887243,NW,1728000,20005,2
445,3,1,Y,11,7,2005,2,0,2125,-77.03482533,38.90929058,NW,1425000,20005,2
446,3,1,Y,10,5,2017,2,3,2125,-77.03478074,38.90912259,NW,2299000,20005,2
447,3,1,Y,10,5,2007,2,0,1425,-77.03507364,38.90944968,NW,1200000,20005,2
448,2,1,Y,7,4,2001,2,2,1275,-77.03482398,38.90936012,NW,500000,20005,2
449,3,1,Y,9,4,2014,2,0,1800,-77.03285044,38.91937058,NW,1049000,20009,1
450,2,0,Y,7,3,2001,1,1,1800,-77.03291939,38.91935966,NW,289000,20009,1
451,2,0,Y,8,2,2016,1,0,1800,-77.03298443,38.91935856,NW,801600,20009,1
452,3,1,Y,10,4,1994,2,1,1191,-77.04740356,38.90777473,NW,365000,20037,2
453,3,0,Y,6,3,2003,1,0,1192,-77.04733842,38.90776467,NW,810000,20037,2
454,3,1,Y,7,3,2012,1,2,1520,-77.04722936,38.90744113,NW,1065000,20037,2
455,4,0,Y,6,3,2017,2,1,1473,-77.04734038,38.90742821,NW,1410000,20037,2
456,3,1,Y,9,3,2014,2,1,1621,-77.04771686,38.90835168,NW,1250000,20037,2
457,3,1,Y,9,4,2007,2,1,1583,-77.04765137,38.90835414,NW,1080000,20037,2
458,3,1,Y,8,5,2013,2,0,1667,-77.04782743,38.908361,NW,1387000,20037,2
459,2,1,Y,5,2,2005,1,1,894,-77.04732881,38.90805852,NW,725000,20037,2
460,2,1,Y,6,3,2015,2,0,1192,-77.04766205,38.90777508,NW,1050000,20037,2
461,1,0,N,4,2,2010,1,0,600,-77.04854249,38.90801317,NW,499000,20037,2
462,3,1,Y,5,2,2012,1,0,1138,-77.04727488,38.90775442,NW,850000,20037,2
463,1,0,N,6,3,2017,1,0,1920,-77.04794162,38.90705709,NW,1037250,20037,2
464,2,0,Y,7,3,2006,1,0,1012,-77.01967454,38.91360992,NW,575000,20001,6
465,1,1,Y,4,2,2014,1,0,1562,-77.01964435,38.91366433,NW,737500,20001,6
466,1,0,N,6,3,1999,1,0,1051,-77.01971067,38.9133411,NW,114000,20001,6
467,4,0,Y,9,4,2018,1,1,895,-77.01908717,38.91357822,NW,1200000,20001,6
468,2,0,Y,4,2,2002,1,0,911,-77.01920811,38.91353315,NW,77000,20001,6
469,4,1,Y,9,4,2015,1,0,1197,-77.01913127,38.91378279,NW,1050000,20001,6
470,1,1,Y,5,2,2001,1,0,1162,-77.01912803,38.91371324,NW,99000,20001,6
471,1,0,N,5,2,2000,1,0,1256,-77.01911693,38.91274917,NW,103000,20001,6
472,2,0,Y,8,3,2015,1,0,982,-77.01930263,38.91298705,NW,830000,20001,6
473,1,0,N,5,2,1999,1,0,1256,-77.01911533,38.91278575,NW,60858,20001,6
474,1,0,N,7,3,2017,1,0,874,-77.01943937,38.91294658,NW,766000,20001,6
475,3,0,Y,5,3,2011,1,0,1523,-77.01731809,38.90657225,NW,399999,20001,6
476,1,0,N,7,3,2017,1,0,1510,-77.01794691,38.90707915,NW,250000,20001,6
477,3,0,Y,8,5,2013,2,2,847,-77.0164048,38.905821,NW,750000,20001,6
478,2,1,N,6,3,2007,1,0,1322,-77.01651998,38.90582792,NW,524900,20001,6
479,2,0,N,7,3,2018,1,0,1549,-77.02269231,38.91590523,NW,855000,20001,1
480,1,0,N,6,3,2018,1,0,1635,-77.02268419,38.91466515,NW,731940,20001,1
481,2,1,Y,6,2,1999,2,0,990,-77.02252367,38.91425323,NW,118900,20001,1
482,2,0,N,6,3,2004,2,0,990,-77.02258167,38.91425322,NW,406000,20001,1
483,2,1,Y,6,3,2007,1,1,990,-77.02269455,38.91425274,NW,590000,20001,1
484,2,1,Y,9,3,2010,2,0,750,-77.02275602,38.91427688,NW,526900,20001,1
485,2,0,Y,7,4,2001,2,1,1900,-77.02268799,38.91138386,NW,135000,20001,6
486,2,1,Y,6,3,2017,1,3,1900,-77.02267569,38.91149557,NW,1325000,20001,6
487,2,0,Y,9,3,1996,1,0,1900,-77.02267536,38.91155052,NW,129000,20001,6
488,2,1,Y,7,3,2009,1,0,1900,-77.02268599,38.9116052,NW,565000,20001,6
489,2,1,Y,5,4,2012,1,1,1900,-77.02268531,38.91165961,NW,900000,20001,6
490,1,0,N,6,3,2015,1,0,1758,-77.02269986,38.91171356,NW,835000,20001,6
491,1,1,Y,4,2,2018,1,2,453,-77.02274739,38.91179346,NW,825000,20001,6
492,2,0,N,6,3,2010,1,0,623,-77.02262784,38.91186294,NW,370000,20001,6
493,2,0,Y,5,3,2017,1,0,919,-77.0224594,38.91189927,NW,666000,20001,6
494,3,0,Y,6,3,2012,1,0,900,-77.0224984,38.91126697,NW,475000,20001,6
495,2,1,Y,7,3,2014,1,0,1900,-77.02265226,38.90997352,NW,1230000,20001,6
496,2,0,N,8,4,2001,1,0,1900,-77.02266208,38.91002838,NW,175000,20001,6
497,1,0,N,9,4,2005,1,1,1900,-77.02266302,38.91008117,NW,799000,20001,6
498,2,1,Y,8,3,2016,1,2,1900,-77.02265442,38.91024638,NW,1400000,20001,6
499,2,1,Y,9,4,2013,1,1,1900,-77.0226117,38.91041674,NW,1375000,20001,6
500,2,1,Y,8,3,2001,1,1,608,-77.028917,38.91827179,NW,403000,20009,1
501,2,1,Y,8,3,2016,1,1,608,-77.02897235,38.91827718,NW,915000,20009,1
502,2,1,Y,8,3,2001,1,1,608,-77.02902424,38.91827266,NW,274350,20009,1
503,2,1,Y,8,3,2001,1,1,608,-77.0290819,38.91827445,NW,389900,20009,1
504,3,1,Y,8,3,2015,1,1,684,-77.02919444,38.91827839,NW,1120000,20009,1
505,3,1,Y,8,4,2003,1,1,874,-77.02936302,38.91826114,NW,661000,20009,1
506,2,1,Y,8,3,2008,1,1,608,-77.02936537,38.9183614,NW,672000,20009,1
507,3,1,Y,8,3,2005,1,1,608,-77.02936539,38.91840374,NW,700000,20009,1
508,3,1,Y,8,3,2013,1,1,608,-77.02936898,38.91844968,NW,879000,20009,1
509,2,1,Y,8,3,2003,1,1,608,-77.02936323,38.91849121,NW,563000,20009,1
510,2,1,Y,8,3,2001,1,1,608,-77.02936763,38.91853526,NW,296337,20009,1
511,2,1,Y,9,3,2008,1,1,608,-77.0293575,38.9185794,NW,710000,20009,1
512,2,1,Y,8,3,2006,1,1,684,-77.02935752,38.91862445,NW,725000,20009,1
513,2,1,Y,8,3,2016,1,1,684,-77.02936769,38.91867399,NW,822500,20009,1
514,2,1,Y,8,3,2006,1,1,608,-77.02936333,38.91872624,NW,682275,20009,1
515,2,1,Y,8,3,2001,1,1,608,-77.02936773,38.91876596,NW,305000,20009,1
516,3,1,Y,8,3,2018,1,1,609,-77.02936336,38.91881182,NW,920000,20009,1
517,2,1,Y,8,3,2016,1,1,608,-77.02936776,38.91885154,NW,875000,20009,1
518,2,1,Y,8,3,2001,1,1,608,-77.02936225,38.91889487,NW,320265,20009,1
519,2,1,Y,8,2,2003,1,1,608,-77.02936596,38.91894217,NW,410000,20009,1
520,3,1,Y,8,3,2001,1,2,684,-77.02936021,38.9189882,NW,386952,20009,1
521,2,1,Y,8,3,2001,1,1,874,-77.02935135,38.91903955,NW,454805,20009,1
522,3,1,Y,8,3,2013,1,1,684,-77.0292584,38.91903048,NW,915000,20009,1
523,2,2,Y,8,3,2012,1,1,608,-77.02913594,38.91902825,NW,752250,20009,1
524,2,1,Y,8,3,2012,1,1,608,-77.02908186,38.91902421,NW,727000,20009,1
525,3,1,Y,8,3,2018,1,1,608,-77.02902524,38.91902062,NW,992000,20009,1
526,2,1,Y,8,2,2001,1,1,656,-77.02889949,38.91886724,NW,325149,20009,1
527,2,1,Y,8,3,2014,1,1,656,-77.02895495,38.91886723,NW,877500,20009,1
528,2,1,Y,8,3,2001,1,1,656,-77.02901157,38.91886082,NW,306664,20009,1
529,2,1,Y,8,3,2017,1,1,640,-77.02906807,38.91886081,NW,960000,20009,1
530,2,1,Y,8,3,2008,1,1,640,-77.02912434,38.91886268,NW,682150,20009,1
531,2,0,N,5,2,2014,1,0,797,-77.02577718,38.91890239,NW,600000,20001,1
532,2,1,Y,5,2,2016,1,1,716,-77.02577731,38.91894139,NW,705000,20001,1
533,2,1,Y,5,2,2015,1,0,625,-77.02564404,38.91903069,NW,712000,20001,1
534,2,1,Y,5,2,2007,1,0,625,-77.02560057,38.9190307,NW,350000,20001,1
535,1,0,Y,6,4,2009,1,0,926,-77.02473091,38.91746065,NW,385000,20001,1
536,2,1,Y,6,2,2007,1,1,1282,-77.02470325,38.91749182,NW,585000,20001,1
537,1,0,N,6,3,2006,1,0,1248,-77.02460851,38.91760652,NW,50000,20001,1
538,1,1,Y,6,3,2004,1,0,1160,-77.02458154,38.91764175,NW,410000,20001,1
539,2,0,N,6,3,2016,1,0,884,-77.02453823,38.9177813,NW,675000,20001,1
540,3,1,Y,9,3,2002,2,0,1592,-77.02525226,38.91655421,NW,368000,20001,1
541,2,0,N,8,4,2004,1,0,1442,-77.0251837,38.91668989,NW,530000,20001,1
542,2,0,Y,8,4,2005,2,0,1040,-77.02421815,38.91581394,NW,500000,20001,1
543,1,1,N,9,4,1999,1,0,1322,-77.02545826,38.91576693,NW,200000,20001,1
544,2,1,Y,8,3,2012,2,2,1153,-77.0257117,38.91575075,NW,675000,20001,1
545,3,1,Y,8,4,2017,2,0,1071,-77.02553552,38.91576015,NW,1225000,20001,1
546,1,0,N,4,2,2015,1,0,718,-77.02460001,38.91602871,NW,1100000,20001,1
547,3,1,Y,8,3,2014,2,0,1322,-77.01663539,38.90582223,NW,899000,20001,6
548,2,0,N,6,2,2000,2,0,2031,-77.01797203,38.90657053,NW,154000,20001,6
549,1,0,N,6,3,2000,1,0,1230,-77.01870287,38.90701615,NW,110000,20001,6
550,2,0,Y,5,2,2006,2,0,924,-77.0167855,38.90631514,NW,525000,20001,6
551,2,1,Y,6,3,2015,1,0,901,-77.01673592,38.90632209,NW,650000,20001,6
552,3,1,Y,8,3,2015,1,1,1535,-77.01799764,38.90708274,NW,690000,20001,6
553,4,0,Y,8,4,2003,2,0,2064,-77.0173867,38.90706464,NW,158460,20001,6
554,4,0,Y,8,4,2003,2,0,2013,-77.01731844,38.90706357,NW,158460,20001,6
555,4,0,Y,8,4,2003,2,0,2013,-77.01725895,38.90706241,NW,158460,20001,6
556,4,0,Y,8,4,2003,2,0,2013,-77.01720084,38.90706016,NW,158460,20001,6
557,4,0,Y,8,4,2003,2,0,2013,-77.01713409,38.90705792,NW,158460,20001,6
558,4,0,Y,8,4,2003,2,0,2064,-77.0170701,38.90705793,NW,158460,20001,6
559,5,0,Y,11,5,2017,2,0,1600,-77.01868696,38.9065651,NW,139000,20001,6
560,2,1,Y,8,5,2013,1,1,2606,-77.01695232,38.90581687,NW,930000,20001,6
561,2,1,Y,6,2,2005,1,1,3288,-77.01720321,38.90589556,NW,630000,20001,6
562,2,0,N,6,3,1998,2,0,1275,-77.0104367,38.87477784,SW,89500,20024,6
563,1,1,N,6,2,2005,1,0,1302,-77.0104366,38.87483846,SW,325000,20024,6
564,2,0,N,6,3,2012,2,0,1302,-77.01043672,38.87489477,SW,203000,20024,6
565,2,0,N,8,4,1994,1,0,1302,-77.01043651,38.87500431,SW,77000,20024,6
566,2,0,N,6,3,2001,1,0,1302,-77.01043641,38.87511565,SW,87500,20024,6
567,2,0,N,6,2,2018,2,0,1299,-77.01043641,38.87517096,SW,815000,20024,6
568,2,0,N,6,2,2005,1,0,1252,-77.01043631,38.87522799,SW,400000,20024,6
569,3,1,Y,9,4,2013,1,2,1900,-77.0226636,38.91046538,NW,1350000,20001,6
570,3,0,Y,10,3,2005,2,4,1596,-77.02265179,38.91067014,NW,715000,20001,6
571,3,1,Y,12,5,2010,2,0,1596,-77.02270092,38.91071688,NW,560000,20001,6
572,2,0,N,8,4,2017,2,0,1596,-77.02270038,38.91080886,NW,1122000,20001,6
573,3,0,Y,9,4,2016,2,2,728,-77.02274942,38.91095118,NW,1270000,20001,6
574,1,0,N,6,2,1999,1,1,658,-77.02268417,38.91096741,NW,158000,20001,6
575,2,1,N,7,3,2008,2,0,658,-77.02263055,38.91095625,NW,330000,20001,6
576,3,1,Y,6,4,2007,1,0,658,-77.02257533,38.91096563,NW,305000,20001,6
577,2,1,Y,6,3,2002,1,0,658,-77.02251941,38.91096573,NW,249000,20001,6
578,4,1,Y,9,5,2007,1,1,1703,-77.02267909,38.91057365,NW,1145000,20001,6
579,2,2,Y,10,3,2015,1,4,1717,-77.02267922,38.91062275,NW,1137500,20001,6
580,2,0,N,6,2,2001,2,0,2500,-77.02012089,38.91488011,NW,83000,20001,6
581,4,1,Y,10,6,2010,2,0,2500,-77.02014232,38.91479434,NW,215000,20001,6
582,4,1,Y,10,6,2009,2,0,2500,-77.02013872,38.91472723,NW,405000,20001,6
583,1,0,N,4,2,2002,1,0,2500,-77.02011622,38.91466499,NW,60000,20001,6
584,2,0,Y,6,3,2001,2,1,616,-77.02079248,38.91425418,NW,30000,20001,6
585,1,0,Y,4,2,2005,1,0,397,-77.02076818,38.91433535,NW,399900,20001,6
586,1,0,N,5,3,2015,1,0,397,-77.0207668,38.91436796,NW,409000,20001,6
587,1,0,N,4,2,2016,1,0,397,-77.0207675,38.91439904,NW,399000,20001,6
588,1,0,N,4,2,2006,1,0,397,-77.02076959,38.91443336,NW,375900,20001,6
589,1,0,N,4,1,2009,1,0,397,-77.02077029,38.91447237,NW,343000,20001,6
590,2,0,Y,4,2,2011,1,0,397,-77.02077031,38.91451146,NW,379000,20001,6
591,1,0,N,4,2,2017,1,0,412,-77.02076939,38.91453876,NW,450000,20001,6
